Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1634590800.0 10424.0 NA 190 423 0 NA NA NA 364 809 0 NA NA NA 1008 1782 514 NA NA NA 1482 3481 816 NA NA
1634590800.0 10824.0 NA 223 449 0 108 180 NA 461 948 0 272 354 NA 2580 1952 507 556 1068 NA 1815 4249 1080 2480 1903
1634590800.0 10842.0 NA 220 437 0 108 174 NA 415 906 0 279 353 NA 2535 1788 506 529 1063 NA 1804 3702 1173 1914 2677
1634590800.0 109.0 86 119 279 NA NA NA 260 238 589 NA NA NA 2521 440 1570 NA NA NA 2340 1426 2698 NA NA NA
1634590800.0 1325.0 NA 170 330 0 68 171 NA 387 664 0 176 353 NA 1266 1647 433 340 993 NA 930 3510 1692 909 2891
1634590800.0 1353.0 NA 159 326 0 NA NA NA 386 672 0 NA NA NA 1308 1601 415 NA NA NA 1250 3912 1130 NA NA
1634590800.0 136.823 NA 132 568 0 NA NA NA 241 1216 0 NA NA NA 614 15455 420 NA NA NA 757 7721 1059 NA NA
1634590800.0 158.0 75 225 434 68 0 NA 207 488 791 174 0 NA 2309 951 1940 366 543 NA 4192 2626 3309 3462 1417 NA
1634590800.0 2017.3 901 0 113 NA NA NA 1203 0 350 NA NA NA 1173 292 596 NA NA NA 1801 1199 1296 NA NA NA
1634590800.0 2018.1 902 0 125 NA NA NA 1263 0 366 NA NA NA 1425 311 650 NA NA NA 2436 876 2178 NA NA NA
1634590800.0 23.0 NA 144 293 0 NA NA NA 281 612 0 NA NA NA 1816 2676 502 NA NA NA 2309 3565 1129 NA NA
1634590800.0 23234.0 NA 322 418 0 NA NA NA 618 755 0 NA NA NA 1877 2726 531 NA NA NA 1780 3998 826 NA NA
1634590800.0 23234.103 NA 336 437 0 NA NA NA 640 763 0 NA NA NA 3281 3314 563 NA NA NA 2186 3467 1587 NA NA
1634590800.0 23461.97 921 NA NA NA NA NA 1528 NA NA NA NA NA 9399 NA NA NA NA NA 5830 NA NA NA NA NA
1634590800.0 34634.0 NA 331 427 0 NA NA NA 628 816 0 NA NA NA 1945 2909 585 NA NA NA 1641 3799 1366 NA NA
1634590800.0 4.28 NA 82 273 0 NA NA NA 174 558 0 NA NA NA 309 3104 1634 NA NA NA 793 5178 2645 NA NA
1634590800.0 4.29 NA 49 281 0 145 NA NA 141 609 0 308 NA NA 268 3069 352 1247 NA NA 607 3088 769 2492 NA
1634590800.0 50206.0 NA 233 418 0 NA NA NA 440 786 0 NA NA NA 1430 2713 460 NA NA NA 2081 4194 1231 NA NA
