Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1634590800.0 1.0 72 160 179 NA NA NA NA 183 584 541 NA NA NA NA 1121 404 1136 NA NA NA NA 1817 640 2286 NA NA NA NA
1634590800.0 10003.0 NA 208 348 0 67 NA NA NA 603 734 0 125 NA NA NA 2001 1865 929 259 NA NA NA 1750 3239 1329 490 NA NA
1634590800.0 10005.0 NA 208 349 0 66 NA NA NA 603 731 0 124 NA NA NA 2008 1800 914 265 NA NA NA 1629 2705 1324 790 NA NA
1634590800.0 10007.0 NA 209 353 0 66 NA NA NA 557 716 0 122 NA NA NA 1988 1843 925 386 NA NA NA 1616 4374 1546 608 NA NA
1634590800.0 10008.0 NA 207 347 0 66 NA NA NA 601 720 0 123 NA NA NA 1995 1881 921 270 NA NA NA 2228 3758 1245 856 NA NA
1634590800.0 10009.0 NA 209 353 0 66 NA NA NA 555 719 0 125 NA NA NA 2008 1874 920 266 NA NA NA 1575 4177 1332 729 NA NA
1634590800.0 10023.0 NA 213 344 0 67 NA NA NA 557 700 0 125 NA NA NA 2036 1790 923 260 NA NA NA 1561 2211 1266 1303 NA NA
1634590800.0 10024.0 NA 217 364 0 68 NA NA NA 602 771 0 124 NA NA NA 2080 2154 955 274 NA NA NA 1611 3703 1388 566 NA NA
1634590800.0 10025.0 NA 211 353 0 67 NA NA NA 602 709 0 130 NA NA NA 2058 1915 939 500 NA NA NA 2369 3113 1409 1240 NA NA
1634590800.0 10042.0 NA 214 358 0 67 NA NA NA 600 753 0 126 NA NA NA 2059 1917 959 267 NA NA NA 1338 2324 1613 587 NA NA
1634590800.0 10224.0 NA 373 587 0 NA NA NA NA 668 949 0 NA NA NA NA 4280 4302 972 NA NA NA NA 3237 4346 1641 NA NA NA
1634590800.0 10225.0 NA 365 608 0 NA NA NA NA 623 982 0 NA NA NA NA 4199 3856 970 NA NA NA NA 3254 5272 1429 NA NA NA
1634590800.0 103.0 41 0 0 NA NA NA NA 98 0 0 NA NA NA NA 472 207 1457 NA NA NA NA 764 462 2386 NA NA NA NA
1634590800.0 10424.0 NA 176 356 0 NA NA NA NA 601 744 0 NA NA NA NA 669 2037 953 NA NA NA NA 1611 2880 1427 NA NA NA
1634590800.0 106.0 43 0 0 NA NA NA NA 97 0 0 NA NA NA NA 481 211 1440 NA NA NA NA 1705 638 2872 NA NA NA NA
1634590800.0 107.0 77 107 270 NA NA NA NA 208 583 627 NA NA NA NA 2017 475 1717 NA NA NA NA 2497 1127 3272 NA NA NA NA
1634590800.0 10801.0 NA 274 379 0 81 165 NA NA 678 654 0 146 267 NA NA 2952 2049 1763 438 817 NA NA 4910 3599 2176 946 1550 NA
1634590800.0 10804.0 NA 279 372 0 81 174 NA NA 635 743 0 140 281 NA NA 2915 2046 1749 446 802 NA NA 3456 3533 2968 1393 1863 NA
1634590800.0 10807.0 NA 285 378 0 90 152 NA NA 678 609 0 156 249 NA NA 3007 2154 1767 473 834 NA NA 4327 6144 3049 2589 2120 NA
1634590800.0 10808.0 NA 279 381 0 91 199 NA NA 633 731 0 153 320 NA NA 2986 2085 1710 446 824 NA NA 5037 3703 2985 931 1530 NA
1634590800.0 10824.5 NA 311 162 0 NA NA NA NA 636 248 0 NA NA NA NA 3121 599 143 NA NA NA NA 3675 1947 564 NA NA NA
1634590800.0 10824.7 NA 281 394 0 92 200 NA NA 588 646 0 149 332 NA NA 1865 2355 1795 473 867 NA NA 2942 3693 2506 1500 1658 NA
1634590800.0 10842.7 NA 262 386 0 91 194 NA NA 590 742 0 154 317 NA NA 1773 2180 1776 461 830 NA NA 3470 3839 2398 2034 2004 NA
1634590800.0 10859.0 NA 312 395 0 94 202 NA NA 545 659 0 149 332 NA NA 3164 3171 1754 474 841 NA NA 3297 5657 2289 1151 1440 NA
1634590800.0 109.0 86 114 269 NA NA NA NA 212 539 537 NA NA NA NA 2582 507 1803 NA NA NA NA 2028 1359 3442 NA NA NA NA
1634590800.0 11.0 NA 118 274 0 59 NA NA NA 596 662 0 116 NA NA NA 1636 1732 598 339 NA NA NA 1467 2352 1219 545 NA NA
1634590800.0 110.0 59 144 261 NA NA NA NA 131 584 603 NA NA NA NA 546 424 1618 NA NA NA NA 1430 932 2963 NA NA NA NA
1634590800.0 11024.2 NA 533 702 0 192 NA NA NA 824 1088 0 320 NA NA NA 6828 5702 1825 857 NA NA NA 8362 8022 2529 2540 NA NA
1634590800.0 111.0 75 131 271 NA NA NA NA 197 584 640 NA NA NA NA 1526 407 1667 NA NA NA NA 2090 770 2357 NA NA NA NA
1634590800.0 112.0 81 116 262 NA NA NA NA 207 583 634 NA NA NA NA 1891 467 1694 NA NA NA NA 1564 996 2450 NA NA NA NA
1634590800.0 11224.0 NA 276 389 0 NA NA NA NA 633 718 0 NA NA NA NA 1759 2352 1784 NA NA NA NA 3319 4113 2588 NA NA NA
1634590800.0 11224.6 NA 270 389 0 NA NA NA NA 633 753 0 NA NA NA NA 1756 2333 1778 NA NA NA NA 2763 4438 2288 NA NA NA
1634590800.0 113.0 85 110 269 NA NA NA NA 223 582 636 NA NA NA NA 1920 482 1703 NA NA NA NA 1795 2026 3573 NA NA NA NA
1634590800.0 114.0 85 107 265 NA NA NA NA 202 583 607 NA NA NA NA 1924 501 1707 NA NA NA NA 1679 2005 2862 NA NA NA NA
1634590800.0 115.0 81 120 270 NA NA NA NA 213 536 603 NA NA NA NA 2205 487 1754 NA NA NA NA 1952 1502 2947 NA NA NA NA
1634590800.0 11623.0 NA 167 346 0 71 NA NA NA 602 709 0 123 NA NA NA 639 1806 908 380 NA NA NA 2177 2985 1337 783 NA NA
1634590800.0 11625.0 NA 166 347 0 67 NA NA NA 556 721 0 129 NA NA NA 640 1863 934 817 NA NA NA 1132 3800 1351 1367 NA NA
1634590800.0 11824.0 NA 387 624 0 191 NA NA NA 667 1056 0 309 NA NA NA 4135 5488 963 820 NA NA NA 3514 5264 1625 1975 NA NA
1634590800.0 11825.0 NA 395 683 0 195 NA NA NA 669 1104 0 314 NA NA NA 4079 4850 950 785 NA NA NA 3912 6196 1725 1490 NA NA
1634590800.0 119.0 81 132 267 NA NA NA NA 202 583 643 NA NA NA NA 1362 461 1671 NA NA NA NA 1902 869 3045 NA NA NA NA
1634590800.0 120.0 58 117 262 NA NA NA NA 138 582 627 NA NA NA NA 522 436 1636 NA NA NA NA 2134 1367 3001 NA NA NA NA
1634590800.0 12024.0 NA 178 362 0 NA NA NA NA 557 718 0 NA NA NA NA 734 2043 934 NA NA NA NA 1239 3123 1228 NA NA NA
1634590800.0 121.0 89 114 276 NA NA NA NA 222 584 595 NA NA NA NA 2817 523 1824 NA NA NA NA 1749 1339 2304 NA NA NA NA
1634590800.0 122.0 61 98 258 NA NA NA NA 135 581 628 NA NA NA NA 659 771 1623 NA NA NA NA 1313 1744 3004 NA NA NA NA
1634590800.0 124.1 275 NA NA NA NA NA NA 852 NA NA NA NA NA NA 1182 NA NA NA NA NA NA 7766 NA NA NA NA NA NA
1634590800.0 125.0 78 125 268 NA NA NA NA 202 582 621 NA NA NA NA 2232 471 1723 NA NA NA NA 1692 919 2650 NA NA NA NA
1634590800.0 126.0 58 106 262 NA NA NA NA 162 583 632 NA NA NA NA 1098 452 1671 NA NA NA NA 1698 1146 3372 NA NA NA NA
1634590800.0 127.0 59 111 258 NA NA NA NA 128 583 611 NA NA NA NA 795 435 1635 NA NA NA NA 1115 1151 3191 NA NA NA NA
1634590800.0 128.0 56 128 258 NA NA NA NA 128 580 635 NA NA NA NA 505 428 1620 NA NA NA NA 1730 804 2535 NA NA NA NA
1634590800.0 129.0 58 143 256 NA NA NA NA 136 584 636 NA NA NA NA 508 429 1617 NA NA NA NA 918 723 2528 NA NA NA NA
1634590800.0 130.0 56 102 258 NA NA NA NA 129 584 620 NA NA NA NA 551 440 1614 NA NA NA NA 1331 1256 3348 NA NA NA NA
1634590800.0 1304.18 66 273 184 130 NA NA NA 143 630 598 215 NA NA NA 2020 2754 971 683 NA NA NA 1365 3791 2274 1301 NA NA NA
1634590800.0 1304.181 67 270 189 139 NA NA NA 143 630 543 272 NA NA NA 2144 2811 973 739 NA NA NA 2968 3407 1715 1381 NA NA NA
1634590800.0 1309.0 NA 151 311 0 NA NA NA NA 600 662 0 NA NA NA NA 703 1887 588 NA NA NA NA 975 2653 797 NA NA NA
1634590800.0 131.0 59 111 262 NA NA NA NA 141 538 606 NA NA NA NA 924 442 1646 NA NA NA NA 1428 1052 3020 NA NA NA NA
1634590800.0 1312.0 NA 148 305 0 NA NA NA NA 602 654 0 NA NA NA NA 686 1850 607 NA NA NA NA 1121 4173 1161 NA NA NA
1634590800.0 1313.0 NA 153 311 0 NA NA NA NA 601 644 0 NA NA NA NA 603 2102 586 NA NA NA NA 820 3532 1193 NA NA NA
1634590800.0 1316.0 NA 143 299 0 NA NA NA NA 602 631 0 NA NA NA NA 635 1753 573 NA NA NA NA 2193 3418 2101 NA NA NA
1634590800.0 1318.0 NA 141 288 0 NA NA NA NA 556 626 0 NA NA NA NA 630 1702 560 NA NA NA NA 1615 3429 989 NA NA NA
1634590800.0 1319.0 NA 139 290 0 NA NA NA NA 557 643 0 NA NA NA NA 616 1709 551 NA NA NA NA 1386 3033 804 NA NA NA
1634590800.0 132.0 79 136 270 NA NA NA NA 208 585 601 NA NA NA NA 2545 499 1805 NA NA NA NA 2758 1181 2676 NA NA NA NA
1634590800.0 1320.0 NA 144 295 0 NA NA NA NA 602 652 0 NA NA NA NA 641 1736 569 NA NA NA NA 1134 3500 791 NA NA NA
1634590800.0 1321.0 NA 142 293 0 NA NA NA NA 602 610 0 NA NA NA NA 638 1736 569 NA NA NA NA 2166 3927 1110 NA NA NA
1634590800.0 1325.0 NA 151 309 0 72 NA NA NA 601 629 0 129 NA NA NA 698 1972 599 250 NA NA NA 2021 3471 1146 720 NA NA
1634590800.0 1325.51 NA 139 0 NA NA NA NA NA 237 0 NA NA NA NA NA 1442 150 NA NA NA NA NA 3129 677 NA NA NA NA
1634590800.0 1326.0 NA 148 299 0 NA NA NA NA 600 667 0 NA NA NA NA 655 1764 570 NA NA NA NA 962 3663 800 NA NA NA
1634590800.0 1330.0 NA 159 333 0 NA NA NA NA 557 639 0 NA NA NA NA 689 1873 579 NA NA NA NA 965 3612 707 NA NA NA
1634590800.0 1331.0 NA 145 301 0 NA NA NA NA 600 648 0 NA NA NA NA 668 1796 576 NA NA NA NA 1088 3463 855 NA NA NA
1634590800.0 1337.0 NA 160 317 0 NA NA NA NA 602 671 0 NA NA NA NA 743 2306 610 NA NA NA NA 1210 4091 1272 NA NA NA
1634590800.0 134.0 NA 301 37 0 NA NA NA NA 545 85 0 NA NA NA NA 3313 133 79 NA NA NA NA 5000 622 340 NA NA NA
1634590800.0 134.704 NA 37 315 0 NA NA NA NA 104 638 0 NA NA NA NA 287 5742 658 NA NA NA NA 1024 4439 1162 NA NA NA
1634590800.0 134.708 NA 31 312 0 NA NA NA NA 97 678 0 NA NA NA NA 263 5573 639 NA NA NA NA 857 3815 873 NA NA NA
1634590800.0 134.812 NA 32 316 0 NA NA NA NA 87 662 0 NA NA NA NA 245 4428 644 NA NA NA NA 739 5199 1191 NA NA NA
1634590800.0 134.905 NA 37 314 0 NA NA NA NA 106 580 0 NA NA NA NA 267 5126 657 NA NA NA NA 651 4265 1178 NA NA NA
1634590800.0 134.91 NA 42 309 0 NA NA NA NA 97 637 0 NA NA NA NA 251 4939 652 NA NA NA NA 421 4179 1188 NA NA NA
